# Fixed HSP algorithms and optimized URS assumptions for 103 functions
# Optimization was done with regards to metric 'balanced_accuracy', based on 30 cross-validations
# Other listed parameters such as cv_test_pool, hsp_min_likelihood_for_presence & hsp_max_likelihood_for_absence have not been optimized, and simply specify the values used during cross validation.
# Listed metrics other than 'balanced_accuracy' are not optimized, and simply refer to the score achieved in that metric.
# Generated on: 2026-01-21 19:30:07.267117
# Used command: dependencies/faprotax.R -d dependencies/faprotax --mode optimize --omit_functions photosynthetic_cyanobacteria --NCV 30 --unknown_ref_states omit,absent --cv_test_pool config -c dependencies/faprotax/default_config.tsv --out_cv dependencies/faprotax/optimization_results -v --include_summary_comments
function	hsp_algorithm	unknown_ref_states	cv_test_pool	hsp_min_likelihood_for_presence	hsp_max_likelihood_for_absence	true_positive_rate	true_negative_rate	accuracy	balanced_accuracy	abs_bias	rel_bias	MCC
acetate_oxidation	empirical_probabilities	omit	known	0.50000001	0.49999999	0.78317365898622	0.703804942443615	0.741204933974293	0.743489300714918	0.040868581270168	0.0830693366621659	0.484889934097607
acetoclastic_methanogenesis	empirical_probabilities	absent	known	0.50000001	0.49999999	0.892939244663383	0.99988734033734	0.999725034370704	0.946417814801537	-4.99937507811524e-05	Inf	0.898798775904712
aerobic_ammonia_oxidation	nearest_neighbor	omit	known	0.50000001	0.49999999	0.824858276643991	0.995858513956834	0.992011019283747	0.91028880588659	0.00247933884297521	Inf	0.756180666853802
aerobic_anoxygenic_phototrophy	Markov	absent	known	0.50000001	0.49999999	0	0.999760944956724	0.997854406130268	0.499837007925039	-0.00168582375478927	-0.886363636363636	-0.00262353737454764
aerobic_chemoheterotrophy	Markov	omit	known	0.50000001	0.49999999	0.982504801180804	0.949053574985836	0.970917573872473	0.96577918808332	0.00300673924313116	0.00405116246209757	0.923133514400734
aerobic_nitrite_oxidation	nearest_neighbor	absent	effective	0.50000001	0.49999999	0	0.999913680658855	0.999779086892489	0.5	-4.90918016691213e-05	Inf	NA
alcohol_fermentation	Markov	omit	known	0.50000001	0.49999999	0.864022253586047	0.983756834440492	0.97431693989071	0.92388954401327	0.00754098360655738	0.117529954104446	0.805095964308243
alginate_degradation	nearest_neighbor	omit	known	0.50000001	0.49999999	0.531798445458146	0.842414829352928	0.79247311827957	0.687106637405537	0.0261648745519713	0.16646694337845	0.367766830137883
aliphatic_non_methane_hydrocarbon_degradation	empirical_probabilities	omit	known	0.50000001	0.49999999	0.952762935572028	0.922121397121397	0.951498965835324	0.937442166346713	0.00863883548228415	0.0252641742502424	0.901333963089401
anaerobic_chemoheterotrophy	empirical_probabilities	omit	known	0.50000001	0.49999999	0.8376502486911	0.934550982722455	0.89055907782483	0.886100615706778	-0.0305062008290348	-0.0705288666559971	0.776589210749806
anammox	binomial	omit	known	0.50000001	0.49999999	1	1	1	1	0	0	1
animal_parasites_or_symbionts	Markov	absent	effective	0.50000001	0.49999999	0.609746037255217	0.965413083761954	0.948024054982818	0.787579560508585	0.0144698085419735	0.306476480926777	0.508045085162265
anoxygenic_photoautotrophy	Markov	omit	known	0.50000001	0.49999999	0.879889956534693	0.990222502383243	0.98358024691358	0.935056229458968	0.00209876543209877	0.0499518585702796	0.851564448115918
anoxygenic_photoautotrophy_Fe_oxidizing	binomial	absent	effective	0.50000001	0.49999999	0	0.999963022200792	0.999926362297496	0.5	0	Inf	NA
anoxygenic_photoautotrophy_H2_oxidizing	Markov	omit	known	0.50000001	0.49999999	0.791305916305916	0.986329217603615	0.982247765006386	0.888817566954766	0.00779054916985951	0.507655122655123	0.674669568294547
anoxygenic_photoautotrophy_S_oxidizing	Markov	absent	known	0.50000001	0.49999999	0.92954581237476	0.994485073928031	0.991510611735331	0.962015443151396	0.00149812734082397	0.0427196585091322	0.909021672385632
aromatic_compound_degradation	Markov	omit	known	0.50000001	0.49999999	0.950272124004449	0.741634656032859	0.892643678160919	0.845953390018654	0.0282758620689655	0.0358337697212005	0.655043657554116
aromatic_hydrocarbon_degradation	Markov	omit	known	0.50000001	0.49999999	0.858206005559395	0.741251760998059	0.828205128205128	0.799728883278727	0.0525641025641026	0.137788125662312	0.658269473318386
arsenate_detoxification	binomial	absent	effective	0.50000001	0.49999999	0	0.999975372491072	0.999889543446244	0.5	-6.13647520864016e-05	Inf	NA
arsenate_respiration	binomial	omit	known	0.50000001	0.49999999	0.655396825396825	0.995098534967917	0.991790516631281	0.825247680182371	0.00127388535031847	0.484801587301587	0.581435297920935
arsenite_oxidation_detoxification	binomial	absent	effective	0.50000001	0.49999999	0	1	0.999889543446244	0.5	-0.000110456553755523	-1	NA
arsenite_oxidation_energy_yielding	binomial	omit	effective	0.50000001	0.49999999	0	1	0.995652173913044	0.5	-0.00434782608695652	-1	NA
cellulolysis	nearest_neighbor	omit	known	0.50000001	0.49999999	0.429414785941753	0.859844183095088	0.780379041248606	0.644629484518421	-0.000891861761426979	0.00474620880331628	0.294995035020631
chemoheterotrophy	Markov	omit	known	0.50000001	0.49999999	0.981100323921021	0.859692714051282	0.975188293522703	0.920396518986152	-0.0117279965569184	-0.0121244980182473	0.67765521700513
chitinolysis	binomial	omit	known	0.50000001	0.49999999	0.470805404386718	0.902388559848404	0.831410256410256	0.686596982117561	-0.0108974358974359	-0.0475767741059254	0.385177577326646
chlorate_reducers	Markov	omit	known	0.50000001	0.49999999	0.713333333333333	0.693333333333333	0.908888888888889	0.766666666666667	-0.00222222222222222	Inf	0.775968110861072
chloroplasts	Markov	absent	known	0.50000001	0.49999999	0.1125	0.998608224451381	0.995985176034589	0.555554112225691	-0.00125591929174387	-0.406666666666667	0.159313605611451
collagen_degradation	empirical_probabilities	omit	known	0.50000001	0.49999999	0.615405242905243	0.960222164889348	0.864542284247034	0.787813703897295	0.00673118279023286	0.112323232323232	0.526183671088562
dark_hydrogen_oxidation	Markov	omit	known	0.50000001	0.49999999	0.878473347418082	0.960059959077743	0.939185750636132	0.919266653247912	0.00432569974554707	0.0210515573302575	0.83327025347604
dark_iron_oxidation	binomial	omit	known	0.50000001	0.49999999	0.678486394557823	0.971359384322771	0.937719298245614	0.825175520513049	-0.00964912280701754	Inf	0.680941425412232
dark_oxidation_of_sulfur_compounds	empirical_probabilities	omit	known	0.50000001	0.49999999	0.843247624408615	0.951442736047667	0.904828946217669	0.897345180228141	-0.00370751279503931	0.00268398082252571	0.778566217584107
dark_sulfide_oxidation	nearest_neighbor	omit	known	0.50000001	0.49999999	0.86983053983054	0.974966163870044	0.950980392156863	0.922398351850292	0.00196078431372549	0.033466810966811	0.829693726145701
dark_sulfite_oxidation	nearest_neighbor	omit	known	0.50000001	0.49999999	0.598765432098765	0.996284475098034	0.981578947368421	0.797599119162208	-0.00087719298245614	Inf	0.649872716706796
dark_sulfur_oxidation	Markov	omit	known	0.50000001	0.49999999	0.770733525733526	0.970177433520648	0.947194719471947	0.870455479627087	0.00462046204620462	0.121874699374699	0.709779461363069
dark_thiosulfate_oxidation	nearest_neighbor	omit	known	0.50000001	0.49999999	0.834544950663372	0.975606017597581	0.952160493827161	0.905075484130476	0.00339506172839506	0.0360840561227558	0.798323673055426
dissimilatory_arsenate_reduction	empirical_probabilities	absent	effective	0.50000001	0.49999999	0	0.999963035970459	0.999766773254927	0.5	-0.000159552872517181	Inf	NA
dissimilatory_arsenite_oxidation	nearest_neighbor	absent	effective	0.50000001	0.49999999	0	0.999728746478074	0.999607265586647	0.499981488337653	0.000147275405007364	Inf	-0.000368324125230203
facultative_anaerobes	Markov	omit	known	0.50000001	0.49999999	0.831710944145649	0.89572749537158	0.87561505065123	0.863719219758614	0.021104679208876	0.0689556497498423	0.714030304671725
